SeriesDescription,GeoAreaName,Education level,Nature,Sex,Units,TimePeriod,Value,Cluster
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,PRIMAR,C,MALE,PERCENT,2006,99.32658,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,LOWSEC,C,MALE,PERCENT,2006,100.0,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,PRIMAR,C,BOTHSEX,PERCENT,2006,99.48434,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,PRIMAR,C,FEMALE,PERCENT,2006,100.0,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,PRIMAR,C,FEMALE,PERCENT,2006,100.0,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,UPPSEC,C,FEMALE,PERCENT,2006,0.0,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,PRIMAR,C,MALE,PERCENT,2006,99.01197,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,PRIMAR,C,MALE,PERCENT,2006,99.31659,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,LOWSEC,C,MALE,PERCENT,2006,99.3989,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,LOWSEC,C,FEMALE,PERCENT,2006,98.9043,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,LOWSEC,C,MALE,PERCENT,2006,98.61798,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,LOWSEC,C,MALE,PERCENT,2006,98.01874,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,PRIMAR,C,MALE,PERCENT,2006,99.21484,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,LOWSEC,C,BOTHSEX,PERCENT,2006,98.7909,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,LOWSEC,C,FEMALE,PERCENT,2006,99.68661,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,PRIMAR,C,BOTHSEX,PERCENT,2006,99.44042,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,LOWSEC,C,BOTHSEX,PERCENT,2006,99.57995,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,PRIMAR,C,MALE,PERCENT,2006,99.23219,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,UPPSEC,C,BOTHSEX,PERCENT,2006,93.76418,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,UPPSEC,C,FEMALE,PERCENT,2006,92.75278,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,UPPSEC,C,BOTHSEX,PERCENT,2006,88.2364,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,UPPSEC,C,FEMALE,PERCENT,2006,90.92825,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,UPPSEC,C,MALE,PERCENT,2006,89.28581,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,UPPSEC,C,MALE,PERCENT,2006,75.83187,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,LOWSEC,C,BOTHSEX,PERCENT,2006,98.69463,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,UPPSEC,C,FEMALE,PERCENT,2006,90.11592,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,UPPSEC,C,FEMALE,PERCENT,2006,0.0,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,LOWSEC,C,MALE,PERCENT,2006,99.0602,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,LOWSEC,C,FEMALE,PERCENT,2006,99.68443,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,LOWSEC,C,FEMALE,PERCENT,2006,98.92584,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,UPPSEC,C,FEMALE,PERCENT,2006,86.55696,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,LOWSEC,C,MALE,PERCENT,2006,0.0,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,UPPSEC,C,MALE,PERCENT,2006,91.13489,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,LOWSEC,C,FEMALE,PERCENT,2006,97.88744,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,LOWSEC,C,FEMALE,PERCENT,2006,98.87504,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,LOWSEC,C,FEMALE,PERCENT,2006,99.33373,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,UPPSEC,C,FEMALE,PERCENT,2006,89.86662,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,LOWSEC,C,MALE,PERCENT,2006,99.29146,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,LOWSEC,C,MALE,PERCENT,2006,0.0,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,LOWSEC,C,BOTHSEX,PERCENT,2006,98.49664,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,PRIMAR,C,FEMALE,PERCENT,2006,99.79558,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,LOWSEC,C,MALE,PERCENT,2006,99.20081,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,UPPSEC,C,BOTHSEX,PERCENT,2006,93.22078,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,LOWSEC,C,BOTHSEX,PERCENT,2006,0.0,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,LOWSEC,C,FEMALE,PERCENT,2006,98.95615,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,PRIMAR,C,FEMALE,PERCENT,2006,99.65211,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,PRIMAR,C,BOTHSEX,PERCENT,2006,99.43151,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,PRIMAR,C,FEMALE,PERCENT,2006,99.76805,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,PRIMAR,C,MALE,PERCENT,2006,98.99963,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,PRIMAR,C,MALE,PERCENT,2006,100.0,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,LOWSEC,C,MALE,PERCENT,2006,98.97971,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,UPPSEC,C,MALE,PERCENT,2006,93.31814,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,UPPSEC,C,FEMALE,PERCENT,2006,96.33783,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,PRIMAR,C,MALE,PERCENT,2006,100.0,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,PRIMAR,C,BOTHSEX,PERCENT,2006,99.38482,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,UPPSEC,C,BOTHSEX,PERCENT,2006,78.97893,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,UPPSEC,C,BOTHSEX,PERCENT,2006,95.47516,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,PRIMAR,C,BOTHSEX,PERCENT,2006,99.87549,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,PRIMAR,C,MALE,PERCENT,2006,99.17857,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,LOWSEC,C,BOTHSEX,PERCENT,2006,98.65707,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,PRIMAR,C,BOTHSEX,PERCENT,2006,99.47465,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,LOWSEC,C,FEMALE,PERCENT,2006,100.0,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,PRIMAR,C,FEMALE,PERCENT,2006,99.64383,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,LOWSEC,C,MALE,PERCENT,2011,98.56139,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,PRIMAR,C,MALE,PERCENT,2011,99.75851,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,PRIMAR,C,MALE,PERCENT,2011,100.0,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,PRIMAR,C,FEMALE,PERCENT,2011,100.0,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,PRIMAR,C,BOTHSEX,PERCENT,2011,99.64025,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,PRIMAR,C,FEMALE,PERCENT,2011,100.0,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,LOWSEC,C,FEMALE,PERCENT,2011,100.0,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,UPPSEC,C,BOTHSEX,PERCENT,2011,92.913,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,LOWSEC,C,BOTHSEX,PERCENT,2011,0.0,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,LOWSEC,C,BOTHSEX,PERCENT,2011,98.84375,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,LOWSEC,C,FEMALE,PERCENT,2011,100.0,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,LOWSEC,C,FEMALE,PERCENT,2011,99.17841,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,LOWSEC,C,FEMALE,PERCENT,2011,100.0,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,UPPSEC,C,MALE,PERCENT,2011,85.03226,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,LOWSEC,C,MALE,PERCENT,2011,100.0,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,UPPSEC,C,BOTHSEX,PERCENT,2011,92.55296,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,LOWSEC,C,FEMALE,PERCENT,2011,99.2342,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,LOWSEC,C,FEMALE,PERCENT,2011,100.0,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,LOWSEC,C,MALE,PERCENT,2011,99.59899,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,UPPSEC,C,FEMALE,PERCENT,2011,97.31756,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,UPPSEC,C,FEMALE,PERCENT,2011,88.9362,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,UPPSEC,C,BOTHSEX,PERCENT,2011,92.01615,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,UPPSEC,C,MALE,PERCENT,2011,82.09156,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,UPPSEC,C,MALE,PERCENT,2011,88.01762,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,UPPSEC,C,FEMALE,PERCENT,2011,90.08196,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,UPPSEC,C,BOTHSEX,PERCENT,2011,87.89066,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,UPPSEC,C,FEMALE,PERCENT,2011,93.09637,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,LOWSEC,C,BOTHSEX,PERCENT,2011,99.09511,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,PRIMAR,C,MALE,PERCENT,2011,99.28519,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,LOWSEC,C,BOTHSEX,PERCENT,2011,99.85966,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,PRIMAR,C,BOTHSEX,PERCENT,2011,100.0,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,LOWSEC,C,FEMALE,PERCENT,2011,100.0,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,PRIMAR,C,MALE,PERCENT,2011,99.7008,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,LOWSEC,C,MALE,PERCENT,2011,97.15596,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,LOWSEC,C,MALE,PERCENT,2011,99.17773,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,LOWSEC,C,FEMALE,PERCENT,2011,99.2141,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,LOWSEC,C,MALE,PERCENT,2011,99.19136,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,PRIMAR,C,MALE,PERCENT,2011,99.63481,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,PRIMAR,C,MALE,PERCENT,2011,100.0,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,PRIMAR,C,FEMALE,PERCENT,2011,99.93988,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,LOWSEC,C,FEMALE,PERCENT,2011,100.0,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,PRIMAR,C,BOTHSEX,PERCENT,2011,99.78236,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,LOWSEC,C,BOTHSEX,PERCENT,2011,98.44875,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,PRIMAR,C,MALE,PERCENT,2011,100.0,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,PRIMAR,C,BOTHSEX,PERCENT,2011,99.85506,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,UPPSEC,C,FEMALE,PERCENT,2011,0.0,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,PRIMAR,C,FEMALE,PERCENT,2011,99.66972,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,PRIMAR,C,FEMALE,PERCENT,2011,100.0,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,PRIMAR,C,BOTHSEX,PERCENT,2011,99.84549,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,LOWSEC,C,MALE,PERCENT,2011,94.76985,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,PRIMAR,C,MALE,PERCENT,2011,100.0,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,LOWSEC,C,MALE,PERCENT,2011,92.76449,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,PRIMAR,C,MALE,PERCENT,2011,100.0,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,UPPSEC,C,FEMALE,PERCENT,2011,95.52456,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,PRIMAR,C,MALE,PERCENT,2011,99.56056,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,UPPSEC,C,MALE,PERCENT,2011,89.44699,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,PRIMAR,C,MALE,PERCENT,2011,100.0,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,LOWSEC,C,MALE,PERCENT,2011,99.09168,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,LOWSEC,C,BOTHSEX,PERCENT,2011,99.85493,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,PRIMAR,C,FEMALE,PERCENT,2011,100.0,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,PRIMAR,C,FEMALE,PERCENT,2011,99.41423,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,PRIMAR,C,MALE,PERCENT,2011,98.75385,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,PRIMAR,C,BOTHSEX,PERCENT,2011,99.76862,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,UPPSEC,C,MALE,PERCENT,2011,96.20099,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,UPPSEC,C,BOTHSEX,PERCENT,2011,95.34102,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,PRIMAR,C,BOTHSEX,PERCENT,2011,100.0,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,PRIMAR,C,MALE,PERCENT,2011,99.70902,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,UPPSEC,C,FEMALE,PERCENT,2011,95.06938,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,UPPSEC,C,BOTHSEX,PERCENT,2011,82.7757,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,UPPSEC,C,BOTHSEX,PERCENT,2011,94.41454,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,UPPSEC,C,FEMALE,PERCENT,2011,95.81908,3
"Completion rate, by sex, location, wealth quintile and education level (%)",Kazakhstan,UPPSEC,C,BOTHSEX,PERCENT,2011,91.17261,3
